In inventory?,target_url,target_url_domain,final_url,final_url_domain,final_url_mimetype,final_url_live,target_url_redirects,final_url_same_domain,final_url_same_website,target_url_agency_owner,target_url_bureau_owner,target_url_branch,final_url_status_code,,Status check function,Status check Flat,Domain name,Agency,Maintaining office,Use case,Type of government,Federal branch,State,Comments,Link,Date Added
yemassee.net,yemassee.net,yemassee.net,,,,,,,,,,,,,200,200,wanaqueborough.com,,,,Local,,New Jersey,Borough of Wanaque Municipal Website -- Note added 9/16/15 20:03,http://www.wanaqueborough.com/,6/6/13 18:09
wvtourism.com,wvtourism.com,wvtourism.com,https://wvtourism.com/,wvtourism.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,wantagetwp.com,,,,Local,,New Jersey,"Wantage township, nj -- Note added 9/16/15 19:57",http://wantagetwp.com/,6/6/13 18:09
americanmadechallenges.org,americanmadechallenges.org,americanmadechallenges.org,https://americanmadechallenges.org/,americanmadechallenges.org,text/html,TRUE,FALSE,TRUE,TRUE,Department of Energy,,,200,,200,200,wapato-city.org,,,,Local,,Washington,"City of Wapato, WA -- Note added 11/12/14 6:27",http://www.wapato-city.org/,6/6/13 18:09
hfpp-ttp.org,hfpp-ttp.org,hfpp-ttp.org,,,,,,,,Department of Health and Human Services,,,,,200,200,wapellocounty.org,,,,County,,Iowa,"Wapello County, Ia -- Note added 8/26/15 14:02",http://wapellocounty.org/,6/6/13 18:09
ccwdata.org,ccwdata.org,ccwdata.org,https://www2.ccwdata.org/web/guest/home/,ccwdata.org,text/html,TRUE,TRUE,TRUE,FALSE,Department of Health and Human Services,,,200,,Connection failure,Connection failure,war-on-pineapple.com,Department of Homeland Security,,,Federal,,,"Submitted by Cameron Dixon, DHS CISA. Used by the Cybersecurity & Infrastructure Security Agency to help people understand foreign influence. See https://web.archive.org/web/20190726194709/https:/twitter.com/CISAKrebs/status/1154462806311235584.",https://www.war-on-pineapple.com/,7/26/19 15:50
us-mission.ch,us-mission.ch,us-mission.ch,,,,,,,,Department of State (DOS),,,,,200,200,warc.info,,,,Regional,,Alabama,West Alabama Regional Commission -- Note added 7/17/13 13:19,#N/A,6/6/13 18:09
usmc-mccs.org,usmc-mccs.org,usmc-mccs.org,https://usmc-mccs.org/,usmc-mccs.org,text/html,TRUE,FALSE,TRUE,TRUE,U.S. Marine Corps,,,200,,Connection failure,Connection failure,warecounty.com,,,,County,,Georgia,"Ware County, Ga -- Note added 8/25/15 16:20",http://warecounty.com/,6/6/13 18:09
uvec.org,uvec.org,uvec.org,,,,,,,,,,,,,200,200,warminstertownship.org,,,,Local,,Pennsylvania,"Warminster Township, PA -- Note added 10/2/14 19:15",http://warminstertownship.org/,6/6/13 18:09
uppermac.org,uppermac.org,uppermac.org,https://www.uppermac.org/,uppermac.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,Connection failure,Connection failure,warmsprings.com,,,,Native Sovereign Nation / Tribal,,Oregon,Confederated Tribes of Warm Springs tourism website. - 4/6/2021,http://www.warmsprings.com/,4/6/21
victoriacountytx.org,victoriacountytx.org,victoriacountytx.org,,,,,,,,,,,,,200,200,warner.nh.us,,,,Local,,New Hampshire,"warner, nh -- Note added 9/2/15 19:44",http://warner.nh.us/,6/6/13 18:09
vah.com,vah.com,vah.com,https://www.vah.com/,vah.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,warrencountyva.net,,,,County,,Virginia,"Warren County, VA -- Note added 7/11/14 20:22",http://www.warrencountyva.net/,6/6/13 18:09
vasilc.org,vasilc.org,vasilc.org,https://www.vasilc.virginia.gov/,virginia.gov,text/html,TRUE,TRUE,FALSE,FALSE,,,,200,,200,200,warrennj.org,,,,Local,,New Jersey,"Warren Township, nj -- Note added 9/16/15 19:57",http://warrennj.org/,6/6/13 18:09
ventura.org,ventura.org,ventura.org,https://www.ventura.org/,ventura.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,warrentownship.net,,,,Local,,Illinois,"Warren Township, IL -- Note added 7/7/14 15:51",http://www.warrentownship.net/,6/6/13 18:09
vide.vi,vide.vi,vide.vi,https://vide.vi/,vide.vi,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,warrenvt.org,,,,Local,,Vermont,"Town of Warren, VT -- Note added 8/18/14 5:42",http://warrenvt.org/,6/6/13 18:09
villageofmarcellus.com,villageofmarcellus.com,villageofmarcellus.com,https://www.villageofmarcellus.com/,villageofmarcellus.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,Connection failure,Connection failure,warwick-bucks.org,,,,Local,,Pennsylvania,"Warwick Township, Bucks County, PA -- Note added 10/2/14 19:18",http://www.warwick-bucks.org/,6/6/13 18:09
villageofclinton.org,villageofclinton.org,villageofclinton.org,https://villageofclinton.org/,villageofclinton.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,warwicktownship.org,,,,Local,,Pennsylvania,"Warwick Township, Lancaster County, PA -- Note added 10/2/14 19:19",http://www.warwicktownship.org/,6/6/13 18:09
villageofoblong.com,villageofoblong.com,villageofoblong.com,,,,,,,,,,,,,200,200,waseedpotato.com,,,,State,,Washington,Washington State Seed Potato Commission -- Note added 11/12/14 6:26,http://waseedpotato.com/,6/6/13 18:09
villageofjerome.com,villageofjerome.com,villageofjerome.com,https://www.villageofjerome.com/wp/,villageofjerome.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,washco-md.net,,,,County,,Maryland,"Washington County, MD -- Note added 5/27/14 4:47",http://www.washco-md.net/,6/6/13 18:09
villageofschillerpark.com,villageofschillerpark.com,villageofschillerpark.com,https://villageofschillerpark.com/,villageofschillerpark.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,washconc.org,,,,County,,North Carolina,"washington county, nc -- Note added 9/15/15 18:48",http://washconc.org/,6/6/13 18:09
visitmississippi.org,visitmississippi.org,visitmississippi.org,https://visitmississippi.org/,visitmississippi.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,washcova.com,,,,County,,Virginia,"County of Washington, VA -- Note added 7/11/14 20:22",http://washcova.com/,6/6/13 18:09
voanews.com,voanews.com,voanews.com,https://www.voanews.com/,voanews.com,text/html,TRUE,TRUE,TRUE,FALSE,U.S. Agency for Global Media,,,200,,Connection failure,Connection failure,washington-la.org,,,,County,,Louisiana,"Washington Parish, La -- Note added 8/24/15 15:31",http://www.washingtonparishalerts.org/,6/6/13 18:09
wabaunsee.kansasgov.com,wabaunsee.kansasgov.com,kansasgov.com,,,,,,,,,,,,,Connection failure,Connection failure,washington-nc.com,,,,Local,,North Carolina,"City of Washington, NC -- Note added 12/5/13 21:02",http://www.washington-nc.com/,6/6/13 18:08
walestownship.org,walestownship.org,walestownship.org,https://www.walestownship.org/,walestownship.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,Connection failure,Connection failure,washington-twp-warren.org,,,,Local,,New Jersey,"washington township-warren county, nj -- Note added 9/16/15 19:57",http://washington-twp-warren.org/,6/6/13 18:09
washingtonarmyguard.org,washingtonarmyguard.org,washingtonarmyguard.org,https://washingtonarmyguard.org/,washingtonarmyguard.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,washington.org,,,,State,,District of Columbia,Travel and Tourism Site for the District of Columbia -- Note added 6/6/13 19:31,#N/A,6/6/13 19:11
waterloowi.us,waterloowi.us,waterloowi.us,,,,,,,,,,,,,200,200,washingtonairguard.org,,,,State,,Washington,Washington Air National Guard -- Note added 1/3/14 13:08,http://washingtonairguard.org/,1/3/14 13:08
watershedresourcesregistry.org,watershedresourcesregistry.org,watershedresourcesregistry.org,https://watershedresourcesregistry.org/,watershedresourcesregistry.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,washingtonarmyguard.org,,,,State,,Washington,Washington Army National Guard -- Note added 1/23/14 14:03,http://washingtonarmyguard.org/,1/23/14 14:03
waynecounty.com,waynecounty.com,waynecounty.com,,,,,,,,,,,,,200,200,washingtonboro-nj.org,,,,Local,,New Jersey,"borough of washington, nj -- Note added 9/16/15 19:55",#N/A,6/6/13 18:09
wdl.org,wdl.org,wdl.org,https://www.loc.gov/collections/world-digital-library/about-this-collection/,loc.gov,text/html,TRUE,TRUE,FALSE,FALSE,,,,200,,200,200,washingtoncity.org,,,,Local,,Utah,"Washington City, UT -- Note added 11/20/13 12:41",http://washingtoncity.org/,6/6/13 18:08
informationrx.info,informationrx.info,informationrx.info,,,,,,,,Department of Health and Human Services,,,,,200,200,washingtoncountytn.org,,,,County,,Tennessee,"Washington County, TN -- Note added 6/26/14 7:04",http://www.washingtoncountytn.org/,6/6/13 18:09
virginia.org,virginia.org,virginia.org,https://www.virginia.org/,virginia.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,Connection failure,Connection failure,washingtonct.org,,,,Local,,Connecticut,"Town of Washington, CT -- Note added 8/13/14 17:35",http://www.washingtonct.org/,6/6/13 18:09
waspc.org,waspc.org,waspc.org,,,,,,,,,,,,,200,200,washingtonfl.com,,,,County,,Florida,"Washington County, FL official site -- Note added 7/6/15 17:00",http://washingtonfl.com/,6/6/13 18:09
volz.org,volz.org,volz.org,,,,,,,,,,,,,200,200,washingtongov.org,,,,County,,Ohio,"Washington County, OH -- Note added 6/6/13 18:09",http://washingtongov.org/,6/6/13 18:09
vtlottery.com,vtlottery.com,vtlottery.com,https://vtlottery.com/,vtlottery.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,washingtongrovemd.org,,,,Local,,Maryland,"Town of Washington Grove, MD -- Note added 5/27/14 4:49",http://www.washingtongrovemd.org/index.php,6/6/13 18:09
walottery.com,walottery.com,walottery.com,https://walottery.com/,walottery.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,washingtonguard.org,,,,State,,Washington,Washington National Guard -- Note added 1/23/14 14:03,http://washingtonguard.org/,1/23/14 14:03
warrencountyva.net,warrencountyva.net,warrencountyva.net,https://warrencountyva.gov/,warrencountyva.gov,text/html,TRUE,TRUE,FALSE,FALSE,,,,200,,Connection failure,Connection failure,washingtonin.us,,,,Local,,Indiana,"Washingtonin, In -- Note added 8/27/15 15:02",http://washingtonin.us/,6/6/13 18:09
washtwp.wix.com/washingtontownship,washtwp.wix.com/washingtontownship,wix.com,https://www.washingtontownship.com/,washingtontownship.com,text/html,TRUE,TRUE,FALSE,FALSE,,,,200,,Connection failure,Connection failure,washingtonnh.org,,,,Local,,New Hampshire,"washington, nh -- Note added 9/2/15 19:45",http://washingtonnh.org/Pages/index,6/6/13 18:09
wedfa.org,wedfa.org,wedfa.org,https://wedfa.org/,wedfa.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,washingtonpa.us,,,,Local,,Pennsylvania,"Washington, PA -- Note added 10/2/14 19:23",http://www.washingtonpa.us/,6/6/13 18:09
wesleyvilleborough.com,wesleyvilleborough.com,wesleyvilleborough.com,https://wesleyvilleborough.com/,wesleyvilleborough.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,washingtontwp.org,,,,Local,,Ohio,"Township of Washington, OH -- Note added 3/28/14 17:39",http://washingtontwp.org/,6/6/13 18:09
westcapemay.us,westcapemay.us,westcapemay.us,https://westcapemay.us/,westcapemay.us,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,washingtonwine.org,,,,State,,Washington,Washington State Wine Commission -- Note added 11/12/14 6:23,http://www.washingtonwine.org/,6/6/13 18:09
westfordvt.us,westfordvt.us,westfordvt.us,https://westfordvt.us/,westfordvt.us,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,washoecounty.us,,,,County,,Nevada,"Washoe County, NV -- Note added 9/9/13 18:57",#N/A,6/6/13 18:08
visitdelaware.com,visitdelaware.com,visitdelaware.com,,,,,,,,,,,,,200,200,washtwp.org,,,,Local,,Indiana,"washington township, In -- Note added 8/27/15 15:02",http://washtwp.org/,6/6/13 18:09
westhomesteadpa.com,westhomesteadpa.com,westhomesteadpa.com,https://westhomesteadpa.com/,westhomesteadpa.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,washtwp.wix.com/washingtontownship,,,,Local,,Pennsylvania,"Washington Township, PA -- Note added 11/18/13 17:29",http://washtwp.wix.com/washingtontownship,11/18/13 17:29
westwindsornj.org,westwindsornj.org,westwindsornj.org,https://westwindsornj.org/,westwindsornj.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,washtwpmorris.org,,,,Local,,New Jersey,"washington township, nj -- Note added 9/16/15 19:55",http://washtwpmorris.org/,6/6/13 18:09
westpelzer.com,westpelzer.com,westpelzer.com,https://westpelzer.com/,westpelzer.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,waspc.org,,,,State,,Washington,Washington Association of Sheriffs and Police Chiefs -- Note added 11/12/14 6:22,http://www.waspc.org/,6/6/13 18:09
whitelaketwp.com,whitelaketwp.com,whitelaketwp.com,https://www.whitelaketwp.com/,whitelaketwp.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,watabtownship.com,,,,Local,,Minnesota,"Watab Township, Benton County, MN -- Note added 6/2/15 2:19",http://www.watabtownship.com/,6/6/13 18:09
wildlifedepartment.com,wildlifedepartment.com,wildlifedepartment.com,https://wildlifedepartment.com/,wildlifedepartment.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,wataugacounty.org,,,,County,,North Carolina,"watauga county, NC -- Note added 9/15/15 18:48",http://wataugacounty.org/main/,6/6/13 18:09
wheatlandtownship.com,wheatlandtownship.com,wheatlandtownship.com,https://wheatlandtownship.com/,wheatlandtownship.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,watchungnj.com,,,,Local,,New Jersey,"watchung, nj -- Note added 9/16/15 19:52",http://watchungnj.gov/,6/6/13 18:09
williamstonsc.us,williamstonsc.us,williamstonsc.us,https://williamstonsc.us/,williamstonsc.us,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,waterboro-me.net,,,,Local,,Maine,"waterboro, me -- Note added 8/27/15 20:17",http://waterboro-me.net/,6/6/13 18:09
williston-sc.com,williston-sc.com,williston-sc.com,https://www.williston-sc.com/,williston-sc.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,waterburyct.org,,,,Local,,Connecticut,"City of Waterbury, CT -- Note added 2/6/15 13:20",http://waterburyct.org/,6/6/13 18:09
wilmotnh.org,wilmotnh.org,wilmotnh.org,https://www.wilmotnh.org/,wilmotnh.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,waterburyvt.com,,,,Local,,Vermont," Town of Waterbury, VT -- Note added 8/18/14 5:45",http://www.waterburyvt.com/,6/6/13 18:09
csosa.biz,csosa.biz,csosa.biz,,,,,,,,Court Services and Offender Supervision Agency,,,,,Connection failure,Connection failure,waterford.drupalgardens.com,,,,Local,,New York,"Village of Waterford, NY -- Note added 11/9/15 20:06",http://waterford.drupalgardens.com/,11/9/15 20:06
winslowtownship.com,winslowtownship.com,winslowtownship.com,,,,,,,,,,,,,200,200,waterfordboro.net,,,,Local,,Pennsylvania,"Waterford Borough, PA -- Note added 10/2/14 19:26",http://waterfordboro.net/,6/6/13 18:09
versaillesky.com,versaillesky.com,versaillesky.com,,,,,,,,,,,,,Connection failure,Connection failure,waterfordct.org,,,,Local,,Connecticut,"Town of Waterford, CT -- Note added 2/6/15 13:20",http://waterfordct.org/,6/6/13 18:09
winchesterky.com,winchesterky.com,winchesterky.com,https://winchesterky.com/,winchesterky.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,waterfordtownship.wikifoundry.com,,,,Local,,Minnesota,"Waterford Township, Dakota County, MN -- Note added 6/2/15 2:23",http://waterfordtownship.wikifoundry.com/,6/6/13 18:09
wmsrdc.org,wmsrdc.org,wmsrdc.org,https://wmsrdc.org/,wmsrdc.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,waterfordtwp.org,,,,Local,,New Jersey,"Waterford Township, NJ -- Note added 1/13/14 20:31",http://waterfordtwp.org/township/index.php,6/6/13 18:09
winslowmaine.org,winslowmaine.org,winslowmaine.org,https://winslowmaine.org/,winslowmaine.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,waterloowi.us,,,,Local,,Wisconsin,"City of Waterloo, WI -- Note added 8/11/14 5:39",http://waterloowi.us/,6/6/13 18:09
wood-ridgenj.org,wood-ridgenj.org,wood-ridgenj.org,,,,,,,,,,,,,Connection failure,Connection failure,waterparkin.com,,,,State,,Mississippi,"Waterparkin', a website of the Pat Harrison Waterway District (PHWD) a Mississippi State Agency that provides camping, cabins and recreational facilities in Mississippi. See historical snaphot at: http://web.archive.org/web/20101224004547/http://waterparkin.com/  -- Note added 1/13/14 20:28",#N/A,1/13/14 20:26
USDirectExpress.com,usdirectexpress.com,usdirectexpress.com,,,,,,,,Bureau of Fiscal Service,,,,,200,200,waterqualitydata.us,Department of Interior,,,Federal,,,"The waterqualitydata.us domain serves the Water Quality Portal (WQP), a cooperative service sponsored by the United States Geological Survey (USGS), the Environmental Protection Agency (EPA), and the National Water Quality Monitoring Council (NWQMC). This site integrates publicly available water quality data from the USGS National Water Information System (NWIS), the EPA STOrage and RETrieval (STORET) Data Warehouse, and the USDA ARS Sustaining The Earth’s Watersheds -Agricultural Research Database System (STEWARDS). The WQP serves data collected by over 400 state, federal, tribal, and local agencies.  -- Note added 09/10/19",https://www.waterqualitydata.us,9/10/19 0:00
woodwardcounty.org,woodwardcounty.org,woodwardcounty.org,,,,,,,,,,,,,200,200,watershedresourcesregistry.com,,,,Quasigovernmental,,Maryland,"Watershed Resources Registry - a website of the U.S. Environmental Protection Agency (EPA) and its partners in Maryland (EPA Region III, Army Corps of Engineers, Fish and Wildlife Service, Maryland's Department of the Environment, Department of Natural Resources, State Highway Administration, Federal Highway Administration, and Charles and Prince Georges' Counties) -- Note added 11/13/13 16:29",#N/A,11/13/13 16:27
worthington-ma.us,worthington-ma.us,worthington-ma.us,https://worthington-ma.us/,worthington-ma.us,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,watershedresourcesregistry.org,,,,Quasigovernmental,,,See note at http://govt-urls.usa.gov/tematres/vocab/index.php?tema=11375&/watershedresourcesregistrycom  -- Note added 11/13/13 17:17,#N/A,11/13/13 17:16
wvlabor.com,wvlabor.com,wvlabor.com,,,,,,,,,,,,,200,200,watertownsd.us,,,,Local,,South Dakota,"City of Watertown, SD -- Note added 7/17/14 6:07",http://watertownsd.us/,6/6/13 18:09
woodhavenmi.org,woodhavenmi.org,woodhavenmi.org,https://woodhavenmi.org/,woodhavenmi.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,waterville.org,,,,Local,,Ohio,"City of Waterville, OH -- Note added 3/28/14 17:40",http://waterville.org/,6/6/13 18:09
wscpr.org,wscpr.org,wscpr.org,https://wscpr.org/,wscpr.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,watervillevalley.org,,,,Local,,New Hampshire,"waterville valley, nh -- Note added 9/2/15 19:45",https://www.watervillevalley.org/,6/6/13 18:09
yolocounty.org,yolocounty.org,yolocounty.org,,,,,,,,,,,,,Connection failure,Connection failure,watervliet.org,,,,Local,,Michigan,"watervliet, mi -- Note added 9/3/15 16:21",http://www.watervliet.org/,6/6/13 18:09
wvculture.org,wvculture.org,wvculture.org,https://wvculture.org/,wvculture.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,watford.mckenziecounty.net,,,,Local,,North Dakota,"Watford City, ND -- Note added 1/13/14 20:13",#N/A,1/13/14 20:11
yeadonborough.com,yeadonborough.com,yeadonborough.com,https://yeadonborough.com/,yeadonborough.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,watsekacity.org,,,,Local,,Illinois,"City of Watseka, IL -- Note added 7/7/14 15:53",http://www.watsekacity.org/,7/7/14 15:52
wycokck.org,wycokck.org,wycokck.org,https://www.wycokck.org/Home,wycokck.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,Connection failure,Connection failure,watsontwp.org,,,,Local,,Pennsylvania,"Watson Township, PA -- Note added 10/2/14 19:28",http://watsontwp.org/,6/6/13 18:09
